accession	description	tax_id	scientific_name	first_public	base_count
AY340288	Drosophila americana pop-variant NN00.03X alcohol dehydrogenase (Adh) gene, partial cds.	40366	Drosophila americana	2003-08-13	881
AY340299	Drosophila americana pop-variant DN01.05Y alcohol dehydrogenase (Adh) gene, partial cds.	40366	Drosophila americana	2003-08-13	881
AY340303	Drosophila americana pop-variant NN97.09Y alcohol dehydrogenase (Adh) gene, partial cds.	40366	Drosophila americana	2003-08-13	881
AY340307	Drosophila americana pop-variant NN00.09Y alcohol dehydrogenase (Adh) gene, partial cds.	40366	Drosophila americana	2003-08-13	881
AY541097	Drosophila innubila strain CH3_M70 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.	198719	Drosophila innubila	2004-12-13	555
LC057203	Drosophila lutescens Adh gene for alcohol dehydrogenase, partial cds, strain: AK96-3.	51159	Drosophila lutescens	2019-06-04	837
AB703317	Drosophila ambigua Adh gene for alcohol dehydrogenase, partial cds, clone: D.ambigua.	7216	Drosophila ambigua	2012-03-18	405
AB703321	Drosophila helvetica Adh gene for alcohol dehydrogenase, partial cds, clone: D.helvetica.	77129	Drosophila helvetica	2012-03-18	405
AB932669	Drosophila putrida Adh gene for alcohol dehydrogenase, partial cds, strain: E-22401.	38840	Drosophila putrida	2014-10-26	856
AF476924	Drosophila quadraria strain 14028-0651.0 alcohol dehydrogenase (Adh) gene, partial cds.	67532	Drosophila quadraria	2002-04-26	405
AY340296	Drosophila americana pop-variant DN01.01Y alcohol dehydrogenase (Adh) gene, partial cds.	40366	Drosophila americana	2003-08-13	881
AY364494	Drosophila mojavensis strain MJS 36 alcohol dehydrogenase 1 (Adh1) gene, complete cds.	7230	Drosophila mojavensis	2004-01-30	880
AY364497	Drosophila mojavensis strain MJS 84 alcohol dehydrogenase 1 (Adh1) gene, complete cds.	7230	Drosophila mojavensis	2004-01-30	880
AY364515	Drosophila mojavensis strain MJS 93 alcohol dehydrogenase-2 (Adh2) gene, complete cds.	7230	Drosophila mojavensis	2004-01-30	879
AY874370	Drosophila subobscura strain line 22 alcohol dehydrogenase (Adh-Twain) gene, partial cds.	7241	Drosophila subobscura	2005-05-31	1406
EF560580	Drosophila pavani pop-variant La Florida alcohol dehydrogenase (adh) gene, partial cds.	306031	Drosophila pavani	2008-05-01	626
AF136651	Drosophila americana americana D.am-.1X alcohol dehydrogenase (Adh) gene, partial cds.	95109	Drosophila americana americana	1999-06-03	884
AY340283	Drosophila americana pop-variant DN01.05X alcohol dehydrogenase (Adh) gene, partial cds.	40366	Drosophila americana	2003-08-13	881
AY364510	Drosophila mojavensis strain MJS 14 alcohol dehydrogenase-2 (Adh2) gene, complete cds.	7230	Drosophila mojavensis	2004-01-30	879
AY364519	Drosophila mojavensis strain MJS 87 alcohol dehydrogenase-2 (Adh2) gene, complete cds.	7230	Drosophila mojavensis	2004-01-30	879
AY541089	Drosophila innubila strain CH1_M2 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.	198719	Drosophila innubila	2004-12-13	555
AY874373	Drosophila subobscura strain line 33 alcohol dehydrogenase (Adh-Twain) gene, partial cds.	7241	Drosophila subobscura	2005-05-31	1419
AF136654	Drosophila americana americana D.am-.3X alcohol dehydrogenase (Adh) gene, partial cds.	95109	Drosophila americana americana	1999-06-03	884
AB932650	Drosophila cardini Adh gene for alcohol dehydrogenase, partial cds, strain: E-17701.	133981	Drosophila cardini	2014-10-26	833
AY874365	Drosophila subobscura strain line 7 alcohol dehydrogenase (Adh-Twain) gene, partial cds.	7241	Drosophila subobscura	2005-05-31	1406
AY044128	Drosophila ruberrima alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.	98362	Drosophila ruberrima	2002-08-06	720
AY044129	Drosophila neohypocausta alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.	157057	Drosophila neohypocausta	2002-08-06	747
AY154841	Drosophila arizonae strain ARTU 14 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	7263	Drosophila arizonae	2003-03-03	879
AY154858	Drosophila arizonae strain ARTU 14 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	7263	Drosophila arizonae	2003-03-03	880
AY364505	Drosophila mojavensis strain MJS 147.2F alcohol dehydrogenase 1 (Adh1) gene, complete cds.	7230	Drosophila mojavensis	2004-01-30	880
M17830	D.melanogaster (strain Fr-S) alcohol dehydrogenase gene (allele Adh-S), complete cds.	7227	Drosophila melanogaster	1991-07-01	2722
AB669887	Drosophila mayri Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0591.01.	137074	Drosophila mayri	2014-01-02	836
AB669888	Drosophila orosa Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0611.00.	137076	Drosophila orosa	2014-01-02	839
AB932645	Drosophila acutilabella Adh gene for alcohol dehydrogenase, partial cds, strain: 15181-2171.10.	133978	Drosophila acutilabella	2014-10-26	845
AY154840	Drosophila arizonae strain ARTU 10 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	7263	Drosophila arizonae	2003-03-03	878
AY154846	Drosophila arizonae strain ARTU 36 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	7263	Drosophila arizonae	2003-03-03	879
AY340289	Drosophila americana pop-variant NN00.04-8X alcohol dehydrogenase (Adh) gene, partial cds.	40366	Drosophila americana	2003-08-13	852
AY364508	Drosophila mojavensis strain MJS 147.2F alcohol dehydrogenase-2 (Adh2) gene, complete cds.	7230	Drosophila mojavensis	2004-01-30	880
M17836	D.melanogaster (strain Af-F) alcohol dehydrogenase gene (allele Adh-F), complete cds.	7227	Drosophila melanogaster	1991-07-01	2770
M55545	Drosophila subobscura alchohol dehydrogenase (Adh) and alcohol dehydrogenase (Adh-dup) genes, complete cds.	7241	Drosophila subobscura	1992-04-30	3980
AB669855	Drosophila watanabei Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0531.02.	94109	Drosophila watanabei	2014-01-02	825
AY044124	Drosophila kohkoa alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.	88883	Drosophila kohkoa	2002-08-06	725
AY044125	Drosophila siamana alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.	157059	Drosophila siamana	2002-08-06	725
AY154853	Drosophila arizonae strain AR00 4 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	7263	Drosophila arizonae	2003-03-03	880
M17832	D.melanogaster (strain Ja-S) alcohol dehydrogenase gene (allele Adh-S), complete cds.	7227	Drosophila melanogaster	1991-07-01	2727
AB932647	Drosophila arawakana Adh gene for alcohol dehydrogenase, partial cds, strain: 15182-2261.03.	30017	Drosophila arawakana	2014-10-26	838
AB194428	Drosophila merina Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.	300357	Drosophila merina	2005-05-07	1800
AF045114	Drosophila sturtevanti strain 14043-0871.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.	30047	Drosophila sturtevanti	1998-06-02	405
AF045118	Drosophila prosaltans strain 14045-0901.4 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.	30042	Drosophila prosaltans	1998-06-02	405
AY154833	Drosophila mojavensis strain MJBC 95.1 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	7230	Drosophila mojavensis	2003-03-03	880
AY154871	Drosophila mojavensis strain MJBC 103.3 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	7230	Drosophila mojavensis	2003-03-03	880
AY154873	Drosophila mojavensis strain MJBC 115.4 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	7230	Drosophila mojavensis	2003-03-03	880
AY165542	Drosophila novamexicana alcohol dehydrogenase (Adh) gene, exons 1, 2, and 3 and partial cds.	47314	Drosophila novamexicana	2003-05-01	743
AF045120	Drosophila neocordata strain 14041-0831.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.	30039	Drosophila neocordata	1998-06-02	405
AY154831	Drosophila mojavensis strain MJBC 47.3 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	7230	Drosophila mojavensis	2003-03-03	880
AY154875	Drosophila mojavensis strain MJBC 202.2 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	7230	Drosophila mojavensis	2003-03-03	878
AB194424	Drosophila pseudoananassae nigrens Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.	296643	Drosophila pseudoananassae nigrens	2005-05-07	1779
AF348878	Drosophila auraria strain WK alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.	47315	Drosophila auraria	2001-04-16	667
AF348885	Drosophila subauraria strain SP alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.	137068	Drosophila subauraria	2001-04-16	667
CK131258	GH27610.3prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH27610 3 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 08/14/2002, mRNA sequence.	7227	Drosophila melanogaster	2003-12-03	607
CV790484	zaa36c05.x1 D yakuba testes cDNA Drosophila yakuba cDNA 3' similar to SW:ADH_DROME P00334 ALCOHOL DEHYDROGENASE , mRNA sequence.	7245	Drosophila yakuba	2004-11-12	726
CV785893	zaa02h11.y1 D yakuba testes cDNA Drosophila yakuba cDNA 5' similar to SW:ADH_DROTE P28484 ALCOHOL DEHYDROGENASE , mRNA sequence.	7245	Drosophila yakuba	2004-11-12	467
BI628420	RH56810.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH56810 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 08/22/2001, mRNA sequence.	7227	Drosophila melanogaster	2001-09-11	590
BI571028	RH05837.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH05837 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 07/26/2001, mRNA sequence.	7227	Drosophila melanogaster	2001-09-07	676
BI571793	RH07086.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH07086 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 07/26/2001, mRNA sequence.	7227	Drosophila melanogaster	2001-09-07	530
BI571034	RH05843.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH05843 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 07/26/2001, mRNA sequence.	7227	Drosophila melanogaster	2001-09-07	547
CV042948	dba16c04.x1 Drosophila simulans testis pSport1 library Drosophila simulans cDNA 3' similar to SW:ADH_DROME P00334 ALCOHOL DEHYDROGENASE , mRNA sequence.	7240	Drosophila simulans	2004-08-24	535
AY695387	Drosophila caribiana alcohol dehydrogenase (Adh) gene, exons 1 through 3 and partial cds Adh-Adhr intergenic spacer, complete sequence and ADHR (Adhr) gene, exon 1 and partial cds.	133974	Drosophila caribiana	2006-08-01	1141
AA567713	HL01670.5prime HL Drosophila melanogaster head BlueScript Drosophila melanogaster cDNA clone HL01670 5prime similar to M22210: D.melanogaster thermostable FAST alcohol dehydrogenase allele gene, complete cds. DATE:12/18/97, mRNA sequence.	7227	Drosophila melanogaster	1997-09-11	281
BF501656	AT17045.5prime AT Drosophila melanogaster adult testes pOTB7 Drosophila melanogaster cDNA clone AT17045 5 similar to CG5590: FBan0005590 'alcohol dehydrogenase, iron-dependent' located on: 3R 98A6-98A6 : 04/09/2001, mRNA sequence.	7227	Drosophila melanogaster	2000-12-07	371
AA820792	LD24679.5prime LD Drosophila melanogaster embryo pOT2 Drosophila melanogaster cDNA clone LD24679 5 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 08/13/2002, mRNA sequence.	7227	Drosophila melanogaster	1998-02-18	587
M57300	Drosophila mettleri alcohol dehydrogenase gene, complete cds, and alcohol dehydrogenase pseudogene, complete.	7228	Drosophila mettleri	1991-06-27	4616
AF006566	Drosophila persimilis alcohol dehydrogenase (Adh) and alcohol dehydrogenase (Adh-dup) genes, complete cds.	7234	Drosophila persimilis	1997-09-11	3486
AY279328	Drosophila mimetica alcohol dehydrogenase (Adh) and alcohol dehydrogenase related (Adhr) genes, complete cds.	30038	Drosophila mimetica	2004-03-31	2698
X04672	Drosophila sechellia gene for alcohol dehydrogenase	7238	Drosophila sechellia	1987-06-07	4582
M60793	Drosophila nigra alcohol dehydrogenase gene, complete cds.	7272	Drosophila nigra	1992-06-06	894
M63287	Drosophila heteroneura alcohol dehydrogenase gene, complete cds.	32382	Drosophila heteroneura	1991-04-04	1634
M63390	Drosophila planitibia alcohol dehydrogenase gene, complete cds.	7236	Drosophila planitibia	1991-04-04	1616
U68472	Drosophila madeirensis alcohol dehydrogenase (Adh) processed pseudogene.	30013	Drosophila madeirensis	1999-01-06	1403
X62222	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	Drosophila pseudoobscura	1992-10-16	3479
X62236	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	Drosophila pseudoobscura	1992-10-16	3479
X64471	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	Drosophila pseudoobscura	1992-10-16	3493
X64478	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	Drosophila pseudoobscura	1992-10-16	3506
JF735885	Drosophila tenebrosa alcohol dehydrogenase gene, partial cds.	614641	Drosophila tenebrosa	2011-10-24	531
M63303	Drosophila differens alcohol dehydrogenase gene, complete cds.	7219	Drosophila differens	1991-04-04	1630
U68470	Drosophila guanche alcohol dehydrogenase (Adh) processed pseudogene.	7266	Drosophila guanche	1999-01-06	1323
X62184	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	Drosophila pseudoobscura	1992-10-16	3481
X62186	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	Drosophila pseudoobscura	1992-10-16	3501
X62192	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	Drosophila pseudoobscura	1992-10-16	3481
X62233	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	Drosophila pseudoobscura	1992-10-16	3499
M19263	D.simulans alcohol dehydrogenase gene, complete cds.	7240	Drosophila simulans	1988-10-04	4607
X62209	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	Drosophila pseudoobscura	1992-10-16	3457
X62189	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	Drosophila pseudoobscura	1992-10-16	3457
X62198	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	Drosophila pseudoobscura	1992-10-16	3485
X62200	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	Drosophila pseudoobscura	1992-10-16	3480
X62225	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	Drosophila pseudoobscura	1992-10-16	3478
X62182	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	Drosophila pseudoobscura	1992-10-16	3502
X62194	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	Drosophila pseudoobscura	1992-10-16	3465
X62203	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	Drosophila pseudoobscura	1992-10-16	3499
X62215	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	Drosophila pseudoobscura	1992-10-16	3499
X62191	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	Drosophila pseudoobscura	1992-10-16	3472
X64469	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237	Drosophila pseudoobscura	1992-10-16	3471
U07641	Drosophila melanogaster alcohol dehydrogenase mRNA, complete cds.	7227	Drosophila melanogaster	1994-07-04	1140
AY238779	Drosophila miranda strain SP295 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.	7229	Drosophila miranda	2003-04-08	2042
AY238775	Drosophila miranda strain MA32 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.	7229	Drosophila miranda	2003-04-08	2042
AF264078	Drosophila paulistorum alcohol dehydrogenase (Adh) gene, partial cds.	46793	Drosophila paulistorum	2000-05-30	405
AF264079	Drosophila pavlovskiana alcohol dehydrogenase (Adh) gene, partial cds.	46795	Drosophila pavlovskiana	2000-05-30	405
DQ471662	Drosophila littoralis alcohol dehydrogenase (Adh) gene, partial cds.	47316	Drosophila littoralis	2006-07-20	711
MG684381	Drosophila kepulauana alcohol dehydrogenase (Adh) gene, partial cds.	88882	Drosophila kepulauana	2018-02-04	730
U26838	Drosophila flavomontana alcohol dehydrogenase (Adh) gene, complete cds.	40367	Drosophila flavomontana	1995-06-30	957
U94199	Drosophila lineosetae alcohol dehydrogenase (Adh) gene, partial cds.	46802	Drosophila lineosetae	1998-02-23	222
U94207	Drosophila tanythrix alcohol dehydrogenase (Adh) gene, partial cds.	46827	Drosophila tanythrix	1998-02-23	204
X78402	D.melanogaster DNA alcohol dehydrogenase null activity allele	7227	Drosophila melanogaster	1994-05-31	44
AF264080	Drosophila sucinea alcohol dehydrogenase (Adh) gene, partial cds.	46791	Drosophila sucinea	2000-05-30	405
AY006419	Drosophila planitibia alcohol dehydrogenase (Adh) gene, partial cds.	7236	Drosophila planitibia	2001-09-04	510
AY006421	Drosophila substenoptera alcohol dehydrogenase (Adh) gene, partial cds.	46818	Drosophila substenoptera	2001-09-04	510
AY006425	Drosophila ingens alcohol dehydrogenase (Adh) gene, partial cds.	48319	Drosophila ingens	2001-09-04	510
DQ471665	Drosophila montana alcohol dehydrogenase (Adh) gene, partial cds.	40370	Drosophila montana	2006-07-20	711
EU532120	Drosophila insularis alcohol dehydrogenase (Adh) gene, partial cds.	46792	Drosophila insularis	2010-01-21	566
HQ631468	Drosophila pseudoobscura alcohol dehydrogenase (adh) gene, partial cds.	7237	Drosophila pseudoobscura	2011-08-30	290
HQ631476	Drosophila leontia alcohol dehydrogenase (adh) gene, partial cds.	109356	Drosophila leontia	2011-08-30	290
MG684383	Drosophila siamana alcohol dehydrogenase (Adh) gene, partial cds.	157059	Drosophila siamana	2018-02-04	719
U48715	Drosophila hawaiiensis alcohol dehydrogenase (Adh) gene, complete cds.	46435	Drosophila hawaiiensis	1996-04-10	3335
AF059891	Drosophila robusta alcohol dehydrogenase (Adh) gene, partial cds.	7257	Drosophila robusta	1998-04-28	290
AY006408	Drosophila hanaulae alcohol dehydrogenase (Adh) gene, partial cds.	48321	Drosophila hanaulae	2001-09-04	510
AY750117	Drosophila longiserrata alcohol dehydrogenase (Adh) gene, partial cds.	311474	Drosophila longiserrata	2005-12-31	911
AY750124	Drosophila micromelanica alcohol dehydrogenase (Adh) gene, partial cds.	189258	Drosophila micromelanica	2005-12-31	911
AY750135	Drosophila medioconstricta alcohol dehydrogenase (Adh) gene, partial cds.	311480	Drosophila medioconstricta	2005-12-31	911
DQ471629	Drosophila polychaeta alcohol dehydrogenase (Adh) gene, partial cds.	30041	Drosophila polychaeta	2006-07-20	711
DQ471632	Drosophila daruma alcohol dehydrogenase (Adh) gene, partial cds.	309936	Drosophila daruma	2006-07-20	711
DQ471633	Drosophila fluvialis alcohol dehydrogenase (Adh) gene, partial cds.	381460	Drosophila fluvialis	2006-07-20	711
DQ471666	Drosophila nannoptera alcohol dehydrogenase (Adh) gene, partial cds.	103845	Drosophila nannoptera	2006-07-20	711
X98338	D.melanogaster mRNA for alcohol dehydrogenase related protein	7227	Drosophila melanogaster	1996-12-22	2071
DQ471627	Drosophila angor alcohol dehydrogenase (Adh) gene, partial cds.	381448	Drosophila angor	2006-07-20	711
DQ471634	Drosophila latifshahi alcohol dehydrogenase (Adh) gene, partial cds.	309938	Drosophila latifshahi	2006-07-20	711
AF264076	Drosophila insularis alcohol dehydrogenase (Adh) gene, partial cds.	46792	Drosophila insularis	2000-05-30	405
AY006414	Drosophila silvestris alcohol dehydrogenase (Adh) gene, partial cds.	47010	Drosophila silvestris	2001-09-04	510
AY006416	Drosophila differens alcohol dehydrogenase (Adh) gene, partial cds.	7219	Drosophila differens	2001-09-04	510
DQ471656	Drosophila anceps alcohol dehydrogenase (Adh) gene, partial cds.	302448	Drosophila anceps	2006-07-20	711
AF264075	Drosophila fumipennis alcohol dehydrogenase (Adh) gene, partial cds.	126477	Drosophila fumipennis	2000-05-30	405
AY006422	Drosophila melanocephala alcohol dehydrogenase (Adh) gene, partial cds.	46804	Drosophila melanocephala	2001-09-04	510
U90955	Drosophila obscura alcohol dehydrogenase (Adh) gene, partial cds.	7282	Drosophila obscura	1997-11-14	453
EU532118	Drosophila equinoxialis alcohol dehydrogenase (Adh) gene, partial cds.	46790	Drosophila equinoxialis	2010-01-21	573
EU532119	Drosophila willistoni alcohol dehydrogenase (Adh) gene, partial cds.	7260	Drosophila willistoni	2010-01-21	533
GQ376036	Drosophila serrata alcohol dehydrogenase (ADH) gene, partial cds.	7274	Drosophila serrata	2009-08-02	410
U90953	Drosophila hubeiensis alcohol dehydrogenase (Adh) gene, partial cds.	57873	Drosophila hubeiensis	1997-11-14	432
GQ376031	Drosophila sulfurigaster alcohol dehydrogenase (ADH) gene, partial cds.	88886	Drosophila sulfurigaster	2009-08-02	410
GQ376032	Drosophila birchii alcohol dehydrogenase (ADH) gene, partial cds.	46829	Drosophila birchii	2009-08-02	410
U94208	Drosophila dasycnemia alcohol dehydrogenase (Adh) gene, partial cds.	58308	Drosophila dasycnemia	1998-02-23	204
U48714	Idiomyia grimshawi alcohol dehydrogenase (Adh) gene, complete cds.	7222	Drosophila grimshawi	1996-04-08	3644
AY238771	Drosophila miranda strain 0101.4 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.	7229	Drosophila miranda	2003-04-08	2042
AY238773	Drosophila miranda strain 0101.7 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.	7229	Drosophila miranda	2003-04-08	2042
AF260696	Drosophila biseriata alcohol dehydrogenase-related protein gene, partial cds.	137002	Drosophila biseriata	2000-09-20	487
KM016476	Drosophila simulans isolate KY34 alcohol dehydrogenase-related gene, intron.	7240	Drosophila simulans	2014-09-24	478
U95267	Drosophila willistoni PA3 alcohol dehydrogenase (Adh) gene, complete cds.	7260	Drosophila willistoni	1999-01-06	1172
KM016473	Drosophila simulans isolate KY02 alcohol dehydrogenase-related gene, intron.	7240	Drosophila simulans	2014-09-24	480
AB261129	Drosophila annulipes Adh gene for alcohol dehydrogenase, partial cds.	157053	Drosophila annulipes	2007-11-03	835
AB261130	Drosophila quadrilineata Adh gene for alcohol dehydrogenase, partial cds.	387621	Drosophila quadrilineata	2007-11-03	859
AB261141	Drosophila busckii Adh gene for alcohol dehydrogenase, partial cds.	30019	Drosophila busckii	2007-11-03	820
AF260694	Drosophila funebris alcohol dehydrogenase-related protein gene, partial cds.	7221	Drosophila funebris	2000-09-20	453
AF260698	Drosophila repleta alcohol dehydrogenase-related protein gene, partial cds.	30043	Drosophila repleta	2000-09-20	451
AY279322	Drosophila yakuba alcohol dehydrogenase related (Adhr) gene, complete cds.	7245	Drosophila yakuba	2004-03-31	1741
KM016468	Drosophila simulans isolate KY33 alcohol dehydrogenase-related gene, intron.	7240	Drosophila simulans	2014-09-24	476
AY279324	Drosophila erecta alcohol dehydrogenase related (Adhr) gene, partial cds.	7220	Drosophila erecta	2004-03-31	976
DQ471636	Drosophila sp. T alcohol dehydrogenase (Adh) gene, partial cds.	381473	Drosophila sp. T	2006-07-20	711
U76485	Drosophila mulleri alcohol dehydrogenase (Adh-Finnegan) mRNA, partial cds.	7231	Drosophila mulleri	1997-03-06	261
U76486	Drosophila mojavensis alcohol dehydrogenase (Adh-Finnegan) mRNA, partial cds.	7230	Drosophila mojavensis	1997-03-06	245
U95265	Drosophila willistoni PA1 alcohol dehydrogenase (Adh) gene, complete cds.	7260	Drosophila willistoni	1999-01-06	1172
DQ471643	Drosophila virilis strain 174 alcohol dehydrogenase (Adh) gene, partial cds.	7244	Drosophila virilis	2006-07-20	711
U95257	Drosophila willistoni Belize VI alcohol dehydrogenase (Adh) gene, complete cds.	7260	Drosophila willistoni	1999-01-06	1172
AB154554	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh13.	30033	Drosophila kikkawai	2004-04-01	686
AF201434	Drosophila simulans isolate C167 alcohol dehydrogenase (Adhr) gene, intron 1.	7240	Drosophila simulans	2000-07-03	480
AF201448	Drosophila simulans isolate MD221 alcohol dehydrogenase (Adhr) gene, intron 1.	7240	Drosophila simulans	2000-07-03	479
AF284474	Drosophila mauritiana strain 105 alcohol dehydrogenase (Adh) gene, partial cds.	7226	Drosophila mauritiana	2000-11-02	702
AF284478	Drosophila mauritiana strain Lig72 alcohol dehydrogenase (Adh) gene, partial cds.	7226	Drosophila mauritiana	2000-11-02	701
DQ471617	Drosophila angor strain 118 alcohol dehydrogenase (Adh) gene, partial cds.	381448	Drosophila angor	2006-07-20	711
DQ471642	Drosophila barutani strain 176 alcohol dehydrogenase (Adh) gene, partial cds.	381452	Drosophila barutani	2006-07-20	711
HQ110511	Drosohpila nebulosa isolate D_nebu_c3 alcohol dehydrogenase (Adh) gene, partial cds.	7271	Drosophila nebulosa	2011-05-06	795
HQ110513	Drosophila neocordata isolate D_neoc_c2 alcohol dehydrogenase (Adh) gene, partial cds.	30039	Drosophila neocordata	2011-05-06	832
KX976506	Drosophila yakuba isolate Yakuba_COST_1235_2 alcohol dehydrogenase (Adh) mRNA, complete cds.	7245	Drosophila yakuba	2016-11-12	771
KX976515	Drosophila yakuba isolate Yakuba_3_23 alcohol dehydrogenase (Adh) mRNA, complete cds.	7245	Drosophila yakuba	2016-11-12	771
KX976519	Drosophila yakuba isolate Yakuba_4_21 alcohol dehydrogenase (Adh) mRNA, complete cds.	7245	Drosophila yakuba	2016-11-12	771
M62742	D.mayaguana alcohol dehydrogenase-2 (ADH-2) gene, complete cds.	7268	Drosophila mayaguana	1991-07-11	905
U95275	Drosophila nebulosa 0761.0 alcohol dehydrogenase (Adh) gene, complete cds.	7271	Drosophila nebulosa	1999-01-06	1251
AB154552	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh11.	30033	Drosophila kikkawai	2004-04-01	683
AF201425	Drosophila mauritiana isolate G52 alcohol dehydrogenase (Adhr) gene, intron 1.	7226	Drosophila mauritiana	2000-07-03	475
AF201428	Drosophila simulans isolate TT00 alcohol dehydrogenase (Adhr) gene, intron 1.	7240	Drosophila simulans	2000-07-03	479
AF201432	Drosophila simulans isolate NC37 alcohol dehydrogenase (Adhr) gene, intron 1.	7240	Drosophila simulans	2000-07-03	480
AF201437	Drosophila simulans isolate MD106 alcohol dehydrogenase (Adhr) gene, intron 1.	7240	Drosophila simulans	2000-07-03	479
AF201440	Drosophila simulans isolate RU35 alcohol dehydrogenase (Adhr) gene, intron 1.	7240	Drosophila simulans	2000-07-03	479
AF201441	Drosophila simulans isolate RU00 alcohol dehydrogenase (Adhr) gene, intron 1.	7240	Drosophila simulans	2000-07-03	480
AY095941	Drosophila kuntzei isolate kun3 alcohol dehydrogenase (Adh) gene, partial cds.	42027	Drosophila kuntzei	2003-05-01	431
AY095947	Drosophila unispina isolate uni1 alcohol dehydrogenase (Adh) gene, partial cds.	193352	Drosophila unispina	2003-05-01	442
